Partition,c,λ2,r,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"16 13 1 1 1 1 1 1 1 1 1 1 1 1 1",16,13,15,4,N,Winning,N,41,42,1,"[R0C15,R14C0]"
"17 13 1 1 1 1 1 1 1 1 1 1 1 1 1",17,13,15,6,N,Winning,N,43,43,1,"[R14C0]"
"18 13 1 1 1 1 1 1 1 1 1 1 1 1 1",18,13,15,2,N,Winning,N,43,44,1,"[R0C17,R14C0]"
"19 13 1 1 1 1 1 1 1 1 1 1 1 1 1",19,13,15,4,N,Winning,N,45,45,1,"[R14C0]"
"20 13 1 1 1 1 1 1 1 1 1 1 1 1 1",20,13,15,1,N,Winning,N,45,46,1,"[R0C19,R14C0]"
"14 14 1 1 1 1 1 1 1 1 1 1 1 1 1",14,14,15,1,N,Winning,N,41,41,1,"[R14C0]"
"15 14 1 1 1 1 1 1 1 1 1 1 1 1 1",15,14,15,3,N,Winning,N,41,42,2,"[R0C14,R14C0] / [R1C13,R14C0]"
"16 14 1 1 1 1 1 1 1 1 1 1 1 1 1",16,14,15,5,N,Winning,N,41,43,1,"[R0C15,R1C13,R14C0]"
"17 14 1 1 1 1 1 1 1 1 1 1 1 1 1",17,14,15,7,N,Winning,N,43,44,1,"[R1C13,R14C0]"
"18 14 1 1 1 1 1 1 1 1 1 1 1 1 1",18,14,15,1,N,Winning,N,43,45,1,"[R0C17,R1C13,R14C0]"
"19 14 1 1 1 1 1 1 1 1 1 1 1 1 1",19,14,15,5,N,Winning,N,45,46,1,"[R1C13,R14C0]"
"20 14 1 1 1 1 1 1 1 1 1 1 1 1 1",20,14,15,2,N,Winning,N,45,47,1,"[R0C19,R1C13,R14C0]"
"15 15 1 1 1 1 1 1 1 1 1 1 1 1 1",15,15,15,1,N,Winning,N,43,43,1,"[R14C0]"
"16 15 1 1 1 1 1 1 1 1 1 1 1 1 1",16,15,15,2,N,Winning,N,43,44,1,"[R0C15,R14C0]"
"17 15 1 1 1 1 1 1 1 1 1 1 1 1 1",17,15,15,4,N,Winning,N,45,45,1,"[R14C0]"
"18 15 1 1 1 1 1 1 1 1 1 1 1 1 1",18,15,15,5,N,Winning,N,45,46,1,"[R0C17,R14C0]"
"19 15 1 1 1 1 1 1 1 1 1 1 1 1 1",19,15,15,3,N,Winning,N,47,47,1,"[R14C0]"
"20 15 1 1 1 1 1 1 1 1 1 1 1 1 1",20,15,15,6,N,Winning,N,47,48,1,"[R0C19,R14C0]"
"16 16 1 1 1 1 1 1 1 1 1 1 1 1 1",16,16,15,1,N,Winning,N,45,45,1,"[R14C0]"
"17 16 1 1 1 1 1 1 1 1 1 1 1 1 1",17,16,15,3,N,Winning,N,45,46,2,"[R0C16,R14C0] / [R1C15,R14C0]"
"18 16 1 1 1 1 1 1 1 1 1 1 1 1 1",18,16,15,2,N,Winning,N,45,47,1,"[R0C17,R1C15,R14C0]"
"19 16 1 1 1 1 1 1 1 1 1 1 1 1 1",19,16,15,7,N,Winning,N,47,48,1,"[R1C15,R14C0]"
"20 16 1 1 1 1 1 1 1 1 1 1 1 1 1",20,16,15,4,N,Winning,N,47,49,1,"[R0C19,R1C15,R14C0]"
"17 17 1 1 1 1 1 1 1 1 1 1 1 1 1",17,17,15,2,N,Winning,N,47,47,1,"[R14C0]"
"18 17 1 1 1 1 1 1 1 1 1 1 1 1 1",18,17,15,5,N,Winning,N,47,48,1,"[R0C17,R14C0]"
"19 17 1 1 1 1 1 1 1 1 1 1 1 1 1",19,17,15,3,N,Winning,N,49,49,1,"[R14C0]"
"20 17 1 1 1 1 1 1 1 1 1 1 1 1 1",20,17,15,5,N,Winning,N,49,50,1,"[R0C19,R14C0]"
"18 18 1 1 1 1 1 1 1 1 1 1 1 1 1",18,18,15,1,N,Winning,N,49,49,1,"[R14C0]"
"19 18 1 1 1 1 1 1 1 1 1 1 1 1 1",19,18,15,2,N,Winning,N,49,50,2,"[R0C18,R14C0] / [R1C17,R14C0]"
"20 18 1 1 1 1 1 1 1 1 1 1 1 1 1",20,18,15,4,N,Winning,N,49,51,1,"[R0C19,R1C17,R14C0]"
"19 19 1 1 1 1 1 1 1 1 1 1 1 1 1",19,19,15,3,N,Winning,N,51,51,1,"[R14C0]"
"20 19 1 1 1 1 1 1 1 1 1 1 1 1 1",20,19,15,7,N,Winning,N,51,52,1,"[R0C19,R14C0]"
"20 20 1 1 1 1 1 1 1 1 1 1 1 1 1",20,20,15,1,N,Winning,N,53,53,1,"[R14C0]"
