Partition,c,λ2,k,j,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"11 11 2 2",11,11,2,0,0,P,Losing,P,26,26,0,"N/A (P-position)"
"12 11 2 2",12,11,2,0,2,N,Winning,N,27,27,2,"[R0C11] / [R1C10]"
"13 11 2 2",13,11,2,0,3,N,Winning,N,27,28,1,"[R0C12,R1C10]"
"14 11 2 2",14,11,2,0,2,N,Winning,N,29,29,1,"[R1C10]"
"15 11 2 2",15,11,2,0,3,N,Winning,N,29,30,1,"[R0C14,R1C10]"
"16 11 2 2",16,11,2,0,2,N,Winning,N,31,31,1,"[R1C10]"
"17 11 2 2",17,11,2,0,3,N,Winning,N,31,32,1,"[R0C16,R1C10]"
"18 11 2 2",18,11,2,0,2,N,Winning,N,33,33,1,"[R1C10]"
"19 11 2 2",19,11,2,0,3,N,Winning,N,33,34,1,"[R0C18,R1C10]"
"20 11 2 2",20,11,2,0,2,N,Winning,N,35,35,1,"[R1C10]"
"12 12 2 2",12,12,2,0,0,P,Losing,P,28,28,0,"N/A (P-position)"
"13 12 2 2",13,12,2,0,1,N,Winning,N,29,29,1,"[R0C12]"
"14 12 2 2",14,12,2,0,0,P,Losing,P,30,30,0,"N/A (P-position)"
"15 12 2 2",15,12,2,0,1,N,Winning,N,31,31,1,"[R0C14]"
"16 12 2 2",16,12,2,0,0,P,Losing,P,32,32,0,"N/A (P-position)"
"17 12 2 2",17,12,2,0,1,N,Winning,N,33,33,1,"[R0C16]"
"18 12 2 2",18,12,2,0,0,P,Losing,P,34,34,0,"N/A (P-position)"
"19 12 2 2",19,12,2,0,1,N,Winning,N,35,35,1,"[R0C18]"
"20 12 2 2",20,12,2,0,0,P,Losing,P,36,36,0,"N/A (P-position)"
"13 13 2 2",13,13,2,0,0,P,Losing,P,30,30,0,"N/A (P-position)"
"14 13 2 2",14,13,2,0,2,N,Winning,N,31,31,2,"[R0C13] / [R1C12]"
"15 13 2 2",15,13,2,0,3,N,Winning,N,31,32,1,"[R0C14,R1C12]"
"16 13 2 2",16,13,2,0,2,N,Winning,N,33,33,1,"[R1C12]"
"17 13 2 2",17,13,2,0,3,N,Winning,N,33,34,1,"[R0C16,R1C12]"
"18 13 2 2",18,13,2,0,2,N,Winning,N,35,35,1,"[R1C12]"
"19 13 2 2",19,13,2,0,3,N,Winning,N,35,36,1,"[R0C18,R1C12]"
"20 13 2 2",20,13,2,0,2,N,Winning,N,37,37,1,"[R1C12]"
"14 14 2 2",14,14,2,0,0,P,Losing,P,32,32,0,"N/A (P-position)"
"15 14 2 2",15,14,2,0,1,N,Winning,N,33,33,1,"[R0C14]"
"16 14 2 2",16,14,2,0,0,P,Losing,P,34,34,0,"N/A (P-position)"
"17 14 2 2",17,14,2,0,1,N,Winning,N,35,35,1,"[R0C16]"
"18 14 2 2",18,14,2,0,0,P,Losing,P,36,36,0,"N/A (P-position)"
"19 14 2 2",19,14,2,0,1,N,Winning,N,37,37,1,"[R0C18]"
"20 14 2 2",20,14,2,0,0,P,Losing,P,38,38,0,"N/A (P-position)"
"15 15 2 2",15,15,2,0,0,P,Losing,P,34,34,0,"N/A (P-position)"
"16 15 2 2",16,15,2,0,2,N,Winning,N,35,35,2,"[R0C15] / [R1C14]"
"17 15 2 2",17,15,2,0,3,N,Winning,N,35,36,1,"[R0C16,R1C14]"
"18 15 2 2",18,15,2,0,2,N,Winning,N,37,37,1,"[R1C14]"
"19 15 2 2",19,15,2,0,3,N,Winning,N,37,38,1,"[R0C18,R1C14]"
"20 15 2 2",20,15,2,0,2,N,Winning,N,39,39,1,"[R1C14]"
"16 16 2 2",16,16,2,0,0,P,Losing,P,36,36,0,"N/A (P-position)"
"17 16 2 2",17,16,2,0,1,N,Winning,N,37,37,1,"[R0C16]"
"18 16 2 2",18,16,2,0,0,P,Losing,P,38,38,0,"N/A (P-position)"
"19 16 2 2",19,16,2,0,1,N,Winning,N,39,39,1,"[R0C18]"
"20 16 2 2",20,16,2,0,0,P,Losing,P,40,40,0,"N/A (P-position)"
"17 17 2 2",17,17,2,0,0,P,Losing,P,38,38,0,"N/A (P-position)"
"18 17 2 2",18,17,2,0,2,N,Winning,N,39,39,2,"[R0C17] / [R1C16]"
"19 17 2 2",19,17,2,0,3,N,Winning,N,39,40,1,"[R0C18,R1C16]"
"20 17 2 2",20,17,2,0,2,N,Winning,N,41,41,1,"[R1C16]"
"18 18 2 2",18,18,2,0,0,P,Losing,P,40,40,0,"N/A (P-position)"
"19 18 2 2",19,18,2,0,1,N,Winning,N,41,41,1,"[R0C18]"
"20 18 2 2",20,18,2,0,0,P,Losing,P,42,42,0,"N/A (P-position)"
"19 19 2 2",19,19,2,0,0,P,Losing,P,42,42,0,"N/A (P-position)"
"20 19 2 2",20,19,2,0,2,N,Winning,N,43,43,2,"[R0C19] / [R1C18]"
"20 20 2 2",20,20,2,0,0,P,Losing,P,44,44,0,"N/A (P-position)"
"2 2 2 2 2",2,2,3,0,0,P,Losing,P,10,10,0,"N/A (P-position)"
"3 2 2 2 2",3,2,3,0,2,N,Winning,N,11,11,1,"[R0C2]"
"4 2 2 2 2",4,2,3,0,0,P,Losing,P,12,12,0,"N/A (P-position)"
"5 2 2 2 2",5,2,3,0,1,N,Winning,N,13,13,1,"[R0C4]"
"6 2 2 2 2",6,2,3,0,0,P,Losing,P,14,14,0,"N/A (P-position)"
"7 2 2 2 2",7,2,3,0,2,N,Winning,N,15,15,1,"[R0C6]"
"8 2 2 2 2",8,2,3,0,0,P,Losing,P,16,16,0,"N/A (P-position)"
"9 2 2 2 2",9,2,3,0,1,N,Winning,N,17,17,1,"[R0C8]"
"10 2 2 2 2",10,2,3,0,0,P,Losing,P,18,18,0,"N/A (P-position)"
"11 2 2 2 2",11,2,3,0,1,N,Winning,N,19,19,1,"[R0C10]"
"12 2 2 2 2",12,2,3,0,0,P,Losing,P,20,20,0,"N/A (P-position)"
"13 2 2 2 2",13,2,3,0,1,N,Winning,N,21,21,1,"[R0C12]"
"14 2 2 2 2",14,2,3,0,0,P,Losing,P,22,22,0,"N/A (P-position)"
"15 2 2 2 2",15,2,3,0,1,N,Winning,N,23,23,1,"[R0C14]"
"16 2 2 2 2",16,2,3,0,0,P,Losing,P,24,24,0,"N/A (P-position)"
"17 2 2 2 2",17,2,3,0,1,N,Winning,N,25,25,1,"[R0C16]"
"18 2 2 2 2",18,2,3,0,0,P,Losing,P,26,26,0,"N/A (P-position)"
"19 2 2 2 2",19,2,3,0,1,N,Winning,N,27,27,1,"[R0C18]"
"20 2 2 2 2",20,2,3,0,0,P,Losing,P,28,28,0,"N/A (P-position)"
"3 3 2 2 2",3,3,3,0,0,P,Losing,P,12,12,0,"N/A (P-position)"
"4 3 2 2 2",4,3,3,0,1,N,Winning,N,13,13,2,"[R0C3] / [R1C2]"
"5 3 2 2 2",5,3,3,0,3,N,Winning,N,13,14,1,"[R0C4,R1C2]"
"6 3 2 2 2",6,3,3,0,2,N,Winning,N,15,15,1,"[R1C2]"
"7 3 2 2 2",7,3,3,0,3,N,Winning,N,15,16,1,"[R0C6,R1C2]"
"8 3 2 2 2",8,3,3,0,1,N,Winning,N,17,17,1,"[R1C2]"
"9 3 2 2 2",9,3,3,0,2,N,Winning,N,17,18,1,"[R0C8,R1C2]"
"10 3 2 2 2",10,3,3,0,3,N,Winning,N,19,19,1,"[R1C2]"
"11 3 2 2 2",11,3,3,0,2,N,Winning,N,19,20,1,"[R0C10,R1C2]"
"12 3 2 2 2",12,3,3,0,3,N,Winning,N,21,21,1,"[R1C2]"
"13 3 2 2 2",13,3,3,0,2,N,Winning,N,21,22,1,"[R0C12,R1C2]"
"14 3 2 2 2",14,3,3,0,3,N,Winning,N,23,23,1,"[R1C2]"
"15 3 2 2 2",15,3,3,0,2,N,Winning,N,23,24,1,"[R0C14,R1C2]"
"16 3 2 2 2",16,3,3,0,3,N,Winning,N,25,25,1,"[R1C2]"
"17 3 2 2 2",17,3,3,0,2,N,Winning,N,25,26,1,"[R0C16,R1C2]"
"18 3 2 2 2",18,3,3,0,3,N,Winning,N,27,27,1,"[R1C2]"
"19 3 2 2 2",19,3,3,0,2,N,Winning,N,27,28,1,"[R0C18,R1C2]"
"20 3 2 2 2",20,3,3,0,3,N,Winning,N,29,29,1,"[R1C2]"
"4 4 2 2 2",4,4,3,0,0,P,Losing,P,14,14,0,"N/A (P-position)"
"5 4 2 2 2",5,4,3,0,2,N,Winning,N,15,15,1,"[R0C4]"
"6 4 2 2 2",6,4,3,0,0,P,Losing,P,16,16,0,"N/A (P-position)"
"7 4 2 2 2",7,4,3,0,1,N,Winning,N,17,17,1,"[R0C6]"
"8 4 2 2 2",8,4,3,0,0,P,Losing,P,18,18,0,"N/A (P-position)"
"9 4 2 2 2",9,4,3,0,3,N,Winning,N,19,19,1,"[R0C8]"
"10 4 2 2 2",10,4,3,0,0,P,Losing,P,20,20,0,"N/A (P-position)"
"11 4 2 2 2",11,4,3,0,1,N,Winning,N,21,21,1,"[R0C10]"
"12 4 2 2 2",12,4,3,0,0,P,Losing,P,22,22,0,"N/A (P-position)"
"13 4 2 2 2",13,4,3,0,1,N,Winning,N,23,23,1,"[R0C12]"
"14 4 2 2 2",14,4,3,0,0,P,Losing,P,24,24,0,"N/A (P-position)"
"15 4 2 2 2",15,4,3,0,1,N,Winning,N,25,25,1,"[R0C14]"
"16 4 2 2 2",16,4,3,0,0,P,Losing,P,26,26,0,"N/A (P-position)"
"17 4 2 2 2",17,4,3,0,1,N,Winning,N,27,27,1,"[R0C16]"
"18 4 2 2 2",18,4,3,0,0,P,Losing,P,28,28,0,"N/A (P-position)"
"19 4 2 2 2",19,4,3,0,1,N,Winning,N,29,29,1,"[R0C18]"
"20 4 2 2 2",20,4,3,0,0,P,Losing,P,30,30,0,"N/A (P-position)"
"5 5 2 2 2",5,5,3,0,0,P,Losing,P,16,16,0,"N/A (P-position)"
"6 5 2 2 2",6,5,3,0,1,N,Winning,N,17,17,2,"[R0C5] / [R1C4]"
"7 5 2 2 2",7,5,3,0,5,N,Winning,N,17,18,1,"[R0C6,R1C4]"
"8 5 2 2 2",8,5,3,0,2,N,Winning,N,19,19,1,"[R1C4]"
"9 5 2 2 2",9,5,3,0,6,N,Winning,N,19,20,1,"[R0C8,R1C4]"
"10 5 2 2 2",10,5,3,0,1,N,Winning,N,21,21,1,"[R1C4]"
"11 5 2 2 2",11,5,3,0,6,N,Winning,N,21,22,1,"[R0C10,R1C4]"
"12 5 2 2 2",12,5,3,0,7,N,Winning,N,23,23,1,"[R1C4]"
"13 5 2 2 2",13,5,3,0,6,N,Winning,N,23,24,1,"[R0C12,R1C4]"
"14 5 2 2 2",14,5,3,0,7,N,Winning,N,25,25,1,"[R1C4]"
"15 5 2 2 2",15,5,3,0,6,N,Winning,N,25,26,1,"[R0C14,R1C4]"
"16 5 2 2 2",16,5,3,0,7,N,Winning,N,27,27,1,"[R1C4]"
"17 5 2 2 2",17,5,3,0,6,N,Winning,N,27,28,1,"[R0C16,R1C4]"
"18 5 2 2 2",18,5,3,0,7,N,Winning,N,29,29,1,"[R1C4]"
"19 5 2 2 2",19,5,3,0,6,N,Winning,N,29,30,1,"[R0C18,R1C4]"
"20 5 2 2 2",20,5,3,0,7,N,Winning,N,31,31,1,"[R1C4]"
"6 6 2 2 2",6,6,3,0,0,P,Losing,P,18,18,0,"N/A (P-position)"
"7 6 2 2 2",7,6,3,0,2,N,Winning,N,19,19,1,"[R0C6]"
"8 6 2 2 2",8,6,3,0,0,P,Losing,P,20,20,0,"N/A (P-position)"
"9 6 2 2 2",9,6,3,0,1,N,Winning,N,21,21,1,"[R0C8]"
"10 6 2 2 2",10,6,3,0,0,P,Losing,P,22,22,0,"N/A (P-position)"
"11 6 2 2 2",11,6,3,0,2,N,Winning,N,23,23,1,"[R0C10]"
"12 6 2 2 2",12,6,3,0,0,P,Losing,P,24,24,0,"N/A (P-position)"
"13 6 2 2 2",13,6,3,0,1,N,Winning,N,25,25,1,"[R0C12]"
"14 6 2 2 2",14,6,3,0,0,P,Losing,P,26,26,0,"N/A (P-position)"
"15 6 2 2 2",15,6,3,0,1,N,Winning,N,27,27,1,"[R0C14]"
"16 6 2 2 2",16,6,3,0,0,P,Losing,P,28,28,0,"N/A (P-position)"
"17 6 2 2 2",17,6,3,0,1,N,Winning,N,29,29,1,"[R0C16]"
"18 6 2 2 2",18,6,3,0,0,P,Losing,P,30,30,0,"N/A (P-position)"
"19 6 2 2 2",19,6,3,0,1,N,Winning,N,31,31,1,"[R0C18]"
"20 6 2 2 2",20,6,3,0,0,P,Losing,P,32,32,0,"N/A (P-position)"
"7 7 2 2 2",7,7,3,0,0,P,Losing,P,20,20,0,"N/A (P-position)"
"8 7 2 2 2",8,7,3,0,1,N,Winning,N,21,21,2,"[R0C7] / [R1C6]"
"9 7 2 2 2",9,7,3,0,3,N,Winning,N,21,22,1,"[R0C8,R1C6]"
"10 7 2 2 2",10,7,3,0,2,N,Winning,N,23,23,1,"[R1C6]"
"11 7 2 2 2",11,7,3,0,1,N,Winning,N,23,24,1,"[R0C10,R1C6]"
"12 7 2 2 2",12,7,3,0,3,N,Winning,N,25,25,1,"[R1C6]"
"13 7 2 2 2",13,7,3,0,2,N,Winning,N,25,26,1,"[R0C12,R1C6]"
"14 7 2 2 2",14,7,3,0,3,N,Winning,N,27,27,1,"[R1C6]"
"15 7 2 2 2",15,7,3,0,2,N,Winning,N,27,28,1,"[R0C14,R1C6]"
"16 7 2 2 2",16,7,3,0,3,N,Winning,N,29,29,1,"[R1C6]"
"17 7 2 2 2",17,7,3,0,2,N,Winning,N,29,30,1,"[R0C16,R1C6]"
"18 7 2 2 2",18,7,3,0,3,N,Winning,N,31,31,1,"[R1C6]"
"19 7 2 2 2",19,7,3,0,2,N,Winning,N,31,32,1,"[R0C18,R1C6]"
"20 7 2 2 2",20,7,3,0,3,N,Winning,N,33,33,1,"[R1C6]"
"8 8 2 2 2",8,8,3,0,0,P,Losing,P,22,22,0,"N/A (P-position)"
"9 8 2 2 2",9,8,3,0,2,N,Winning,N,23,23,1,"[R0C8]"
"10 8 2 2 2",10,8,3,0,0,P,Losing,P,24,24,0,"N/A (P-position)"
"11 8 2 2 2",11,8,3,0,3,N,Winning,N,25,25,1,"[R0C10]"
"12 8 2 2 2",12,8,3,0,0,P,Losing,P,26,26,0,"N/A (P-position)"
"13 8 2 2 2",13,8,3,0,1,N,Winning,N,27,27,1,"[R0C12]"
"14 8 2 2 2",14,8,3,0,0,P,Losing,P,28,28,0,"N/A (P-position)"
"15 8 2 2 2",15,8,3,0,1,N,Winning,N,29,29,1,"[R0C14]"
"16 8 2 2 2",16,8,3,0,0,P,Losing,P,30,30,0,"N/A (P-position)"
"17 8 2 2 2",17,8,3,0,1,N,Winning,N,31,31,1,"[R0C16]"
"18 8 2 2 2",18,8,3,0,0,P,Losing,P,32,32,0,"N/A (P-position)"
"19 8 2 2 2",19,8,3,0,1,N,Winning,N,33,33,1,"[R0C18]"
"20 8 2 2 2",20,8,3,0,0,P,Losing,P,34,34,0,"N/A (P-position)"
"9 9 2 2 2",9,9,3,0,0,P,Losing,P,24,24,0,"N/A (P-position)"
"10 9 2 2 2",10,9,3,0,1,N,Winning,N,25,25,2,"[R0C9] / [R1C8]"
"11 9 2 2 2",11,9,3,0,2,N,Winning,N,25,26,1,"[R0C10,R1C8]"
"12 9 2 2 2",12,9,3,0,1,N,Winning,N,27,27,1,"[R1C8]"
"13 9 2 2 2",13,9,3,0,2,N,Winning,N,27,28,1,"[R0C12,R1C8]"
"14 9 2 2 2",14,9,3,0,3,N,Winning,N,29,29,1,"[R1C8]"
"15 9 2 2 2",15,9,3,0,2,N,Winning,N,29,30,1,"[R0C14,R1C8]"
"16 9 2 2 2",16,9,3,0,3,N,Winning,N,31,31,1,"[R1C8]"
"17 9 2 2 2",17,9,3,0,2,N,Winning,N,31,32,1,"[R0C16,R1C8]"
"18 9 2 2 2",18,9,3,0,3,N,Winning,N,33,33,1,"[R1C8]"
"19 9 2 2 2",19,9,3,0,2,N,Winning,N,33,34,1,"[R0C18,R1C8]"
"20 9 2 2 2",20,9,3,0,3,N,Winning,N,35,35,1,"[R1C8]"
"10 10 2 2 2",10,10,3,0,0,P,Losing,P,26,26,0,"N/A (P-position)"
"11 10 2 2 2",11,10,3,0,6,N,Winning,N,27,27,1,"[R0C10]"
"12 10 2 2 2",12,10,3,0,0,P,Losing,P,28,28,0,"N/A (P-position)"
"13 10 2 2 2",13,10,3,0,3,N,Winning,N,29,29,1,"[R0C12]"
"14 10 2 2 2",14,10,3,0,0,P,Losing,P,30,30,0,"N/A (P-position)"
"15 10 2 2 2",15,10,3,0,1,N,Winning,N,31,31,1,"[R0C14]"
"16 10 2 2 2",16,10,3,0,0,P,Losing,P,32,32,0,"N/A (P-position)"
"17 10 2 2 2",17,10,3,0,1,N,Winning,N,33,33,1,"[R0C16]"
"18 10 2 2 2",18,10,3,0,0,P,Losing,P,34,34,0,"N/A (P-position)"
"19 10 2 2 2",19,10,3,0,1,N,Winning,N,35,35,1,"[R0C18]"
"20 10 2 2 2",20,10,3,0,0,P,Losing,P,36,36,0,"N/A (P-position)"
"11 11 2 2 2",11,11,3,0,0,P,Losing,P,28,28,0,"N/A (P-position)"
"12 11 2 2 2",12,11,3,0,1,N,Winning,N,29,29,2,"[R0C11] / [R1C10]"
"13 11 2 2 2",13,11,3,0,2,N,Winning,N,29,30,1,"[R0C12,R1C10]"
"14 11 2 2 2",14,11,3,0,1,N,Winning,N,31,31,1,"[R1C10]"
"15 11 2 2 2",15,11,3,0,2,N,Winning,N,31,32,1,"[R0C14,R1C10]"
"16 11 2 2 2",16,11,3,0,3,N,Winning,N,33,33,1,"[R1C10]"
"17 11 2 2 2",17,11,3,0,2,N,Winning,N,33,34,1,"[R0C16,R1C10]"
"18 11 2 2 2",18,11,3,0,3,N,Winning,N,35,35,1,"[R1C10]"
"19 11 2 2 2",19,11,3,0,2,N,Winning,N,35,36,1,"[R0C18,R1C10]"
"20 11 2 2 2",20,11,3,0,3,N,Winning,N,37,37,1,"[R1C10]"
"12 12 2 2 2",12,12,3,0,0,P,Losing,P,30,30,0,"N/A (P-position)"
"13 12 2 2 2",13,12,3,0,6,N,Winning,N,31,31,1,"[R0C12]"
"14 12 2 2 2",14,12,3,0,0,P,Losing,P,32,32,0,"N/A (P-position)"
"15 12 2 2 2",15,12,3,0,3,N,Winning,N,33,33,1,"[R0C14]"
"16 12 2 2 2",16,12,3,0,0,P,Losing,P,34,34,0,"N/A (P-position)"
"17 12 2 2 2",17,12,3,0,1,N,Winning,N,35,35,1,"[R0C16]"
"18 12 2 2 2",18,12,3,0,0,P,Losing,P,36,36,0,"N/A (P-position)"
"19 12 2 2 2",19,12,3,0,1,N,Winning,N,37,37,1,"[R0C18]"
"20 12 2 2 2",20,12,3,0,0,P,Losing,P,38,38,0,"N/A (P-position)"
"13 13 2 2 2",13,13,3,0,0,P,Losing,P,32,32,0,"N/A (P-position)"
"14 13 2 2 2",14,13,3,0,1,N,Winning,N,33,33,2,"[R0C13] / [R1C12]"
"15 13 2 2 2",15,13,3,0,2,N,Winning,N,33,34,1,"[R0C14,R1C12]"
"16 13 2 2 2",16,13,3,0,1,N,Winning,N,35,35,1,"[R1C12]"
"17 13 2 2 2",17,13,3,0,2,N,Winning,N,35,36,1,"[R0C16,R1C12]"
"18 13 2 2 2",18,13,3,0,3,N,Winning,N,37,37,1,"[R1C12]"
"19 13 2 2 2",19,13,3,0,2,N,Winning,N,37,38,1,"[R0C18,R1C12]"
"20 13 2 2 2",20,13,3,0,3,N,Winning,N,39,39,1,"[R1C12]"
"14 14 2 2 2",14,14,3,0,0,P,Losing,P,34,34,0,"N/A (P-position)"
"15 14 2 2 2",15,14,3,0,6,N,Winning,N,35,35,1,"[R0C14]"
"16 14 2 2 2",16,14,3,0,0,P,Losing,P,36,36,0,"N/A (P-position)"
"17 14 2 2 2",17,14,3,0,3,N,Winning,N,37,37,1,"[R0C16]"
"18 14 2 2 2",18,14,3,0,0,P,Losing,P,38,38,0,"N/A (P-position)"
"19 14 2 2 2",19,14,3,0,1,N,Winning,N,39,39,1,"[R0C18]"
"20 14 2 2 2",20,14,3,0,0,P,Losing,P,40,40,0,"N/A (P-position)"
"15 15 2 2 2",15,15,3,0,0,P,Losing,P,36,36,0,"N/A (P-position)"
"16 15 2 2 2",16,15,3,0,1,N,Winning,N,37,37,2,"[R0C15] / [R1C14]"
"17 15 2 2 2",17,15,3,0,2,N,Winning,N,37,38,1,"[R0C16,R1C14]"
"18 15 2 2 2",18,15,3,0,1,N,Winning,N,39,39,1,"[R1C14]"
"19 15 2 2 2",19,15,3,0,2,N,Winning,N,39,40,1,"[R0C18,R1C14]"
"20 15 2 2 2",20,15,3,0,3,N,Winning,N,41,41,1,"[R1C14]"
"16 16 2 2 2",16,16,3,0,0,P,Losing,P,38,38,0,"N/A (P-position)"
"17 16 2 2 2",17,16,3,0,6,N,Winning,N,39,39,1,"[R0C16]"
"18 16 2 2 2",18,16,3,0,0,P,Losing,P,40,40,0,"N/A (P-position)"
"19 16 2 2 2",19,16,3,0,3,N,Winning,N,41,41,1,"[R0C18]"
"20 16 2 2 2",20,16,3,0,0,P,Losing,P,42,42,0,"N/A (P-position)"
"17 17 2 2 2",17,17,3,0,0,P,Losing,P,40,40,0,"N/A (P-position)"
"18 17 2 2 2",18,17,3,0,1,N,Winning,N,41,41,2,"[R0C17] / [R1C16]"
"19 17 2 2 2",19,17,3,0,2,N,Winning,N,41,42,1,"[R0C18,R1C16]"
"20 17 2 2 2",20,17,3,0,1,N,Winning,N,43,43,1,"[R1C16]"
"18 18 2 2 2",18,18,3,0,0,P,Losing,P,42,42,0,"N/A (P-position)"
"19 18 2 2 2",19,18,3,0,6,N,Winning,N,43,43,1,"[R0C18]"
"20 18 2 2 2",20,18,3,0,0,P,Losing,P,44,44,0,"N/A (P-position)"
"19 19 2 2 2",19,19,3,0,0,P,Losing,P,44,44,0,"N/A (P-position)"
"20 19 2 2 2",20,19,3,0,1,N,Winning,N,45,45,2,"[R0C19] / [R1C18]"
"20 20 2 2 2",20,20,3,0,0,P,Losing,P,46,46,0,"N/A (P-position)"
"2 2 2 2 2 2",2,2,4,0,0,P,Losing,P,12,12,0,"N/A (P-position)"
"3 2 2 2 2 2",3,2,4,0,1,N,Winning,N,13,13,1,"[R0C2]"
"4 2 2 2 2 2",4,2,4,0,0,P,Losing,P,14,14,0,"N/A (P-position)"
"5 2 2 2 2 2",5,2,4,0,2,N,Winning,N,15,15,1,"[R0C4]"
"6 2 2 2 2 2",6,2,4,0,0,P,Losing,P,16,16,0,"N/A (P-position)"
"7 2 2 2 2 2",7,2,4,0,1,N,Winning,N,17,17,1,"[R0C6]"
"8 2 2 2 2 2",8,2,4,0,0,P,Losing,P,18,18,0,"N/A (P-position)"
"9 2 2 2 2 2",9,2,4,0,3,N,Winning,N,19,19,1,"[R0C8]"
"10 2 2 2 2 2",10,2,4,0,0,P,Losing,P,20,20,0,"N/A (P-position)"
"11 2 2 2 2 2",11,2,4,0,1,N,Winning,N,21,21,1,"[R0C10]"
"12 2 2 2 2 2",12,2,4,0,0,P,Losing,P,22,22,0,"N/A (P-position)"
"13 2 2 2 2 2",13,2,4,0,1,N,Winning,N,23,23,1,"[R0C12]"
"14 2 2 2 2 2",14,2,4,0,0,P,Losing,P,24,24,0,"N/A (P-position)"
"15 2 2 2 2 2",15,2,4,0,1,N,Winning,N,25,25,1,"[R0C14]"
"16 2 2 2 2 2",16,2,4,0,0,P,Losing,P,26,26,0,"N/A (P-position)"
"17 2 2 2 2 2",17,2,4,0,1,N,Winning,N,27,27,1,"[R0C16]"
"18 2 2 2 2 2",18,2,4,0,0,P,Losing,P,28,28,0,"N/A (P-position)"
"19 2 2 2 2 2",19,2,4,0,1,N,Winning,N,29,29,1,"[R0C18]"
"20 2 2 2 2 2",20,2,4,0,0,P,Losing,P,30,30,0,"N/A (P-position)"
"3 3 2 2 2 2",3,3,4,0,0,P,Losing,P,14,14,0,"N/A (P-position)"
"4 3 2 2 2 2",4,3,4,0,2,N,Winning,N,15,15,2,"[R0C3] / [R1C2]"
"5 3 2 2 2 2",5,3,4,0,3,N,Winning,N,15,16,1,"[R0C4,R1C2]"
"6 3 2 2 2 2",6,3,4,0,1,N,Winning,N,17,17,1,"[R1C2]"
"7 3 2 2 2 2",7,3,4,0,3,N,Winning,N,17,18,1,"[R0C6,R1C2]"
"8 3 2 2 2 2",8,3,4,0,2,N,Winning,N,19,19,1,"[R1C2]"
"9 3 2 2 2 2",9,3,4,0,4,N,Winning,N,19,20,1,"[R0C8,R1C2]"
"10 3 2 2 2 2",10,3,4,0,1,N,Winning,N,21,21,1,"[R1C2]"
"11 3 2 2 2 2",11,3,4,0,4,N,Winning,N,21,22,1,"[R0C10,R1C2]"
"12 3 2 2 2 2",12,3,4,0,5,N,Winning,N,23,23,1,"[R1C2]"
"13 3 2 2 2 2",13,3,4,0,4,N,Winning,N,23,24,1,"[R0C12,R1C2]"
"14 3 2 2 2 2",14,3,4,0,5,N,Winning,N,25,25,1,"[R1C2]"
"15 3 2 2 2 2",15,3,4,0,4,N,Winning,N,25,26,1,"[R0C14,R1C2]"
"16 3 2 2 2 2",16,3,4,0,5,N,Winning,N,27,27,1,"[R1C2]"
"17 3 2 2 2 2",17,3,4,0,4,N,Winning,N,27,28,1,"[R0C16,R1C2]"
"18 3 2 2 2 2",18,3,4,0,5,N,Winning,N,29,29,1,"[R1C2]"
"19 3 2 2 2 2",19,3,4,0,4,N,Winning,N,29,30,1,"[R0C18,R1C2]"
"20 3 2 2 2 2",20,3,4,0,5,N,Winning,N,31,31,1,"[R1C2]"
"4 4 2 2 2 2",4,4,4,0,0,P,Losing,P,16,16,0,"N/A (P-position)"
"5 4 2 2 2 2",5,4,4,0,1,N,Winning,N,17,17,1,"[R0C4]"
"6 4 2 2 2 2",6,4,4,0,0,P,Losing,P,18,18,0,"N/A (P-position)"
"7 4 2 2 2 2",7,4,4,0,2,N,Winning,N,19,19,1,"[R0C6]"
"8 4 2 2 2 2",8,4,4,0,0,P,Losing,P,20,20,0,"N/A (P-position)"
"9 4 2 2 2 2",9,4,4,0,1,N,Winning,N,21,21,1,"[R0C8]"
"10 4 2 2 2 2",10,4,4,0,0,P,Losing,P,22,22,0,"N/A (P-position)"
"11 4 2 2 2 2",11,4,4,0,2,N,Winning,N,23,23,1,"[R0C10]"
"12 4 2 2 2 2",12,4,4,0,0,P,Losing,P,24,24,0,"N/A (P-position)"
"13 4 2 2 2 2",13,4,4,0,1,N,Winning,N,25,25,1,"[R0C12]"
"14 4 2 2 2 2",14,4,4,0,0,P,Losing,P,26,26,0,"N/A (P-position)"
"15 4 2 2 2 2",15,4,4,0,1,N,Winning,N,27,27,1,"[R0C14]"
"16 4 2 2 2 2",16,4,4,0,0,P,Losing,P,28,28,0,"N/A (P-position)"
"17 4 2 2 2 2",17,4,4,0,1,N,Winning,N,29,29,1,"[R0C16]"
"18 4 2 2 2 2",18,4,4,0,0,P,Losing,P,30,30,0,"N/A (P-position)"
"19 4 2 2 2 2",19,4,4,0,1,N,Winning,N,31,31,1,"[R0C18]"
"20 4 2 2 2 2",20,4,4,0,0,P,Losing,P,32,32,0,"N/A (P-position)"
"5 5 2 2 2 2",5,5,4,0,0,P,Losing,P,18,18,0,"N/A (P-position)"
"6 5 2 2 2 2",6,5,4,0,2,N,Winning,N,19,19,2,"[R0C5] / [R1C4]"
"7 5 2 2 2 2",7,5,4,0,3,N,Winning,N,19,20,1,"[R0C6,R1C4]"
